year,areakm,municipality,geocode_ibge,state
2014,43.68102927684102,TRAIRAO,1508050,PARA
2015,24.879909030899928,TRAIRAO,1508050,PARA
2016,40.408114372031,TRAIRAO,1508050,PARA
2017,81.20997042017939,TRAIRAO,1508050,PARA
2018,56.0484581915078,TRAIRAO,1508050,PARA
2019,111.87222216175594,TRAIRAO,1508050,PARA
2020,82.37873921013762,TRAIRAO,1508050,PARA
2008,9.794662259443912,TUCUMA,1508084,PARA
2009,2.521534859014963,TUCUMA,1508084,PARA
2010,2.406698966315906,TUCUMA,1508084,PARA
2011,1.6512547898573773,TUCUMA,1508084,PARA
2012,0.9629932383030488,TUCUMA,1508084,PARA
2013,1.7289888978602765,TUCUMA,1508084,PARA
2014,2.6966721542652343,TUCUMA,1508084,PARA
2015,4.181564434772416,TUCUMA,1508084,PARA
2016,2.979830150686181,TUCUMA,1508084,PARA
2017,4.156375686075533,TUCUMA,1508084,PARA
2018,1.8991765679787138,TUCUMA,1508084,PARA
2019,5.335894749304244,TUCUMA,1508084,PARA
2020,2.570926785380057,TUCUMA,1508084,PARA
2008,26.729519158577993,TUCURUI,1508100,PARA
2009,2.089795348991098,TUCURUI,1508100,PARA
2010,36.515074050805346,TUCURUI,1508100,PARA
2011,8.87543445259466,TUCURUI,1508100,PARA
2012,8.535776788519394,TUCURUI,1508100,PARA
2013,0.811561721850118,TUCURUI,1508100,PARA
2014,3.524009737467747,TUCURUI,1508100,PARA
2015,22.708457076508726,TUCURUI,1508100,PARA
2016,9.027924460593827,TUCURUI,1508100,PARA
2017,6.99149591400669,TUCURUI,1508100,PARA
2018,16.708111367148533,TUCURUI,1508100,PARA
2019,8.201742487260146,TUCURUI,1508100,PARA
2020,8.6125669297537,TUCURUI,1508100,PARA
2008,135.74838088010878,ULIANOPOLIS,1508126,PARA
2009,43.45499816127712,ULIANOPOLIS,1508126,PARA
2010,19.192970723420956,ULIANOPOLIS,1508126,PARA
2011,22.869510168167075,ULIANOPOLIS,1508126,PARA
2012,30.656486411244,ULIANOPOLIS,1508126,PARA
2013,11.07548693779971,ULIANOPOLIS,1508126,PARA
2014,2.9336525044833697,ULIANOPOLIS,1508126,PARA
2015,21.870653608864494,ULIANOPOLIS,1508126,PARA
2016,17.98757714333701,ULIANOPOLIS,1508126,PARA
2017,15.371399869134743,ULIANOPOLIS,1508126,PARA
2018,6.581102310670575,ULIANOPOLIS,1508126,PARA
2019,18.195610142183867,ULIANOPOLIS,1508126,PARA
2020,56.95544370911826,ULIANOPOLIS,1508126,PARA
2008,90.56603789425144,URUARA,1508159,PARA
2009,98.9809084515986,URUARA,1508159,PARA
2010,68.60827385679985,URUARA,1508159,PARA
2011,38.322043560614546,URUARA,1508159,PARA
2012,51.933199144664535,URUARA,1508159,PARA
2013,47.15858904644685,URUARA,1508159,PARA
2014,14.398397772072865,URUARA,1508159,PARA
2015,52.1744299615264,URUARA,1508159,PARA
2016,63.104633211973066,URUARA,1508159,PARA
2017,88.29892741489367,URUARA,1508159,PARA
2018,84.18842670658111,URUARA,1508159,PARA
2019,153.8814395173023,URUARA,1508159,PARA
2020,133.45760790049238,URUARA,1508159,PARA
2008,1.4484510930799648,VIGIA,1508209,PARA
2009,0.06047745840028874,VIGIA,1508209,PARA
2010,0.31991660015896084,VIGIA,1508209,PARA
2011,0.2412142197302844,VIGIA,1508209,PARA
2012,0.22877836701111365,VIGIA,1508209,PARA
2013,0.5803299706350329,VIGIA,1508209,PARA
2015,1.2340334663437,VIGIA,1508209,PARA
2016,0.2408968417027315,VIGIA,1508209,PARA
2017,0.16338587822903877,VIGIA,1508209,PARA
2018,0.06435825355879217,VIGIA,1508209,PARA
2019,0.29814704179600043,VIGIA,1508209,PARA
2020,0.5440414932490929,VIGIA,1508209,PARA
2008,15.701704888902466,VISEU,1508308,PARA
2009,35.19302172419887,VISEU,1508308,PARA
2010,15.648159436934927,VISEU,1508308,PARA
2011,3.692537434846237,VISEU,1508308,PARA
2012,0.748044908558668,VISEU,1508308,PARA
2013,0.9089286516165679,VISEU,1508308,PARA
2014,3.2173813085181227,VISEU,1508308,PARA
2015,3.993398507734034,VISEU,1508308,PARA
2016,2.1522039473806114,VISEU,1508308,PARA
2017,11.213684409498944,VISEU,1508308,PARA
2018,4.572677699784273,VISEU,1508308,PARA
2019,9.103157175032601,VISEU,1508308,PARA
2020,9.029067688315255,VISEU,1508308,PARA
2008,10.504270269636367,VITORIA DO XINGU,1508357,PARA
2009,1.5822696675834456,VITORIA DO XINGU,1508357,PARA
2010,9.309055210427983,VITORIA DO XINGU,1508357,PARA
2011,53.074841910731216,VITORIA DO XINGU,1508357,PARA
2012,5.072975559672826,VITORIA DO XINGU,1508357,PARA
2013,9.254061119016423,VITORIA DO XINGU,1508357,PARA
2014,16.816452628030415,VITORIA DO XINGU,1508357,PARA
2015,47.11719473439634,VITORIA DO XINGU,1508357,PARA
2016,10.33746097521916,VITORIA DO XINGU,1508357,PARA
2017,7.165817997692298,VITORIA DO XINGU,1508357,PARA
2018,4.371341718445521,VITORIA DO XINGU,1508357,PARA
2019,7.24986299618845,VITORIA DO XINGU,1508357,PARA
2020,8.3776602279999,VITORIA DO XINGU,1508357,PARA
2008,4.739868616547566,XINGUARA,1508407,PARA
2009,4.402291569013521,XINGUARA,1508407,PARA
2010,3.6939593073665393,XINGUARA,1508407,PARA
2011,0.8305527097631762,XINGUARA,1508407,PARA
2012,1.4364035885760071,XINGUARA,1508407,PARA
2013,0.6359065092314912,XINGUARA,1508407,PARA
2014,2.211726888786531,XINGUARA,1508407,PARA
2015,1.1185628660754827,XINGUARA,1508407,PARA
2016,0.16858908120205357,XINGUARA,1508407,PARA
2017,1.3152220599939077,XINGUARA,1508407,PARA
2018,0.8861152412813795,XINGUARA,1508407,PARA
2019,1.2894998106401496,XINGUARA,1508407,PARA
2020,1.424677054604648,XINGUARA,1508407,PARA
2008,26.2865052946385,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2009,5.04130353572192,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2010,1.7838237829463706,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2011,6.812662357409675,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2012,5.260615413459881,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2013,6.627914271973321,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2014,10.292068246071882,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2015,5.045241188129966,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2016,15.637339798144032,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2017,19.289374976530297,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2018,13.842235953612855,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2019,30.004670259248503,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2020,25.417926270082972,ALTA FLORESTA D'OESTE,1100015,RONDONIA
2008,22.0999947569369,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2009,3.833284112554086,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2010,3.086315911628343,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2011,8.337376439581336,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2012,2.8395049744634835,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2013,4.788377253028888,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2014,5.099955557900335,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2015,3.6466406058236194,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2016,5.1118726540095825,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2017,9.259283232543016,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2018,7.359855169792128,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2019,9.926024153255455,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2020,12.487301106029042,ALTO ALEGRE DOS PARECIS,1100379,RONDONIA
2008,14.344747396265262,ALTO PARAISO,1100403,RONDONIA
2009,11.13288347107157,ALTO PARAISO,1100403,RONDONIA
2010,8.691654379844135,ALTO PARAISO,1100403,RONDONIA
2011,15.387822380229231,ALTO PARAISO,1100403,RONDONIA
2012,13.092365992135209,ALTO PARAISO,1100403,RONDONIA
2013,27.365332375745457,ALTO PARAISO,1100403,RONDONIA
2014,13.923124587602477,ALTO PARAISO,1100403,RONDONIA
2015,23.492035009710087,ALTO PARAISO,1100403,RONDONIA
2016,46.801691955079896,ALTO PARAISO,1100403,RONDONIA
2017,52.90084016690313,ALTO PARAISO,1100403,RONDONIA
2018,65.69549124259801,ALTO PARAISO,1100403,RONDONIA
2019,46.32630043150942,ALTO PARAISO,1100403,RONDONIA
2020,40.96036500686254,ALTO PARAISO,1100403,RONDONIA
2008,6.4567294617917455,ALVORADA D'OESTE,1100346,RONDONIA
2009,1.4326862102455036,ALVORADA D'OESTE,1100346,RONDONIA
2010,0.9087625246682363,ALVORADA D'OESTE,1100346,RONDONIA
2011,2.2687607236733536,ALVORADA D'OESTE,1100346,RONDONIA
2012,1.945697213706299,ALVORADA D'OESTE,1100346,RONDONIA
2013,1.4183963392107313,ALVORADA D'OESTE,1100346,RONDONIA
2014,2.363193828871219,ALVORADA D'OESTE,1100346,RONDONIA
2015,1.5470211298385539,ALVORADA D'OESTE,1100346,RONDONIA
2016,1.7962400035970427,ALVORADA D'OESTE,1100346,RONDONIA
2017,1.1274052316938594,ALVORADA D'OESTE,1100346,RONDONIA
2018,1.7470017889858465,ALVORADA D'OESTE,1100346,RONDONIA
2019,2.470269039248991,ALVORADA D'OESTE,1100346,RONDONIA
2020,1.8197353303709503,ALVORADA D'OESTE,1100346,RONDONIA
2008,8.37976535001201,ARIQUEMES,1100023,RONDONIA
2009,8.590217561980735,ARIQUEMES,1100023,RONDONIA
2010,4.1304433847991175,ARIQUEMES,1100023,RONDONIA
2011,3.7016284227936955,ARIQUEMES,1100023,RONDONIA
2012,7.0914817632620535,ARIQUEMES,1100023,RONDONIA
2013,12.361221129185205,ARIQUEMES,1100023,RONDONIA
2014,10.201873614661837,ARIQUEMES,1100023,RONDONIA
2015,10.194432210330039,ARIQUEMES,1100023,RONDONIA
2016,30.99968165815086,ARIQUEMES,1100023,RONDONIA
2017,20.710802869980064,ARIQUEMES,1100023,RONDONIA
2018,17.3426965577206,ARIQUEMES,1100023,RONDONIA
2019,18.545634277070782,ARIQUEMES,1100023,RONDONIA
2020,22.392639669800747,ARIQUEMES,1100023,RONDONIA
2008,20.542352353633838,BURITIS,1100452,RONDONIA
2009,16.62581844498124,BURITIS,1100452,RONDONIA
2010,33.79880290520867,BURITIS,1100452,RONDONIA
2011,42.37650147533199,BURITIS,1100452,RONDONIA
2012,21.41446340619917,BURITIS,1100452,RONDONIA
2013,50.940673901522196,BURITIS,1100452,RONDONIA
2014,56.884841202508724,BURITIS,1100452,RONDONIA
2015,54.40023547287428,BURITIS,1100452,RONDONIA
2016,81.24162518967451,BURITIS,1100452,RONDONIA
2017,66.96457401244506,BURITIS,1100452,RONDONIA
2018,44.35739801373039,BURITIS,1100452,RONDONIA
2019,31.020720094850105,BURITIS,1100452,RONDONIA
2020,38.30630027691909,BURITIS,1100452,RONDONIA
2008,3.8155892614219966,CABIXI,1100031,RONDONIA
2009,0.8896256653241645,CABIXI,1100031,RONDONIA
2010,1.1807060316276061,CABIXI,1100031,RONDONIA
2011,0.7439924576446723,CABIXI,1100031,RONDONIA
2012,0.9924156798706776,CABIXI,1100031,RONDONIA
2013,1.3887279971967001,CABIXI,1100031,RONDONIA
2014,4.992784005187864,CABIXI,1100031,RONDONIA
2015,7.197061937532853,CABIXI,1100031,RONDONIA
2016,6.851192005819648,CABIXI,1100031,RONDONIA
2017,1.8714295829034313,CABIXI,1100031,RONDONIA
2018,3.2500909403786573,CABIXI,1100031,RONDONIA
2019,4.708873554889469,CABIXI,1100031,RONDONIA
2020,0.9553869517936397,CABIXI,1100031,RONDONIA
2008,6.899493003064865,CACAULANDIA,1100601,RONDONIA
2009,2.700821717710861,CACAULANDIA,1100601,RONDONIA
2010,1.0836206020980002,CACAULANDIA,1100601,RONDONIA
2011,1.290221972496622,CACAULANDIA,1100601,RONDONIA
2012,0.9349665138161062,CACAULANDIA,1100601,RONDONIA
2013,3.975809901184567,CACAULANDIA,1100601,RONDONIA
2014,2.490477881455867,CACAULANDIA,1100601,RONDONIA
2015,4.31941488712062,CACAULANDIA,1100601,RONDONIA
2016,6.180556598773849,CACAULANDIA,1100601,RONDONIA
2017,12.124766562884652,CACAULANDIA,1100601,RONDONIA
2018,4.5866469212054835,CACAULANDIA,1100601,RONDONIA
2019,6.107537018636261,CACAULANDIA,1100601,RONDONIA
2020,6.924490009372949,CACAULANDIA,1100601,RONDONIA
2008,4.612070632632216,CACOAL,1100049,RONDONIA
2009,3.036641917944028,CACOAL,1100049,RONDONIA
2010,1.6597508412308457,CACOAL,1100049,RONDONIA
2011,2.3130727806049696,CACOAL,1100049,RONDONIA
2012,3.3355124302435093,CACOAL,1100049,RONDONIA
2013,1.813583601162258,CACOAL,1100049,RONDONIA
2014,4.276407065075299,CACOAL,1100049,RONDONIA
2015,2.3237979824876036,CACOAL,1100049,RONDONIA
2016,2.9315191156582725,CACOAL,1100049,RONDONIA
2017,8.022414424886687,CACOAL,1100049,RONDONIA
2018,5.14409326118738,CACOAL,1100049,RONDONIA
2019,5.923686867129413,CACOAL,1100049,RONDONIA
2020,4.9625296065938285,CACOAL,1100049,RONDONIA
2008,19.593502596179533,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2009,24.748969946490227,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2010,19.84732057035152,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2011,26.582468044536544,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2012,13.489641310570502,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2013,37.2560830223233,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2014,17.27128295016646,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2015,20.70492107662431,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2016,32.929425916044245,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2017,26.8496686182481,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2018,21.633552770514246,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2019,14.734604645540676,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2020,14.02098692014266,CAMPO NOVO DE RONDONIA,1100700,RONDONIA
2008,47.456765235553945,CANDEIAS DO JAMARI,1100809,RONDONIA
2009,12.153588893559302,CANDEIAS DO JAMARI,1100809,RONDONIA
2010,12.357054043001714,CANDEIAS DO JAMARI,1100809,RONDONIA
2011,17.89355052714097,CANDEIAS DO JAMARI,1100809,RONDONIA
2012,17.44480165585943,CANDEIAS DO JAMARI,1100809,RONDONIA
2013,46.843830578153344,CANDEIAS DO JAMARI,1100809,RONDONIA
2014,39.14587783396657,CANDEIAS DO JAMARI,1100809,RONDONIA
2015,47.62698919746212,CANDEIAS DO JAMARI,1100809,RONDONIA
2016,97.42497796374307,CANDEIAS DO JAMARI,1100809,RONDONIA
2017,105.09026612129588,CANDEIAS DO JAMARI,1100809,RONDONIA
2018,101.87441649207037,CANDEIAS DO JAMARI,1100809,RONDONIA
2019,105.26925994124204,CANDEIAS DO JAMARI,1100809,RONDONIA
2020,113.94798227761099,CANDEIAS DO JAMARI,1100809,RONDONIA
2008,4.877861952927763,CASTANHEIRAS,1100908,RONDONIA
2009,0.4919390605131583,CASTANHEIRAS,1100908,RONDONIA
2011,0.7304252182689547,CASTANHEIRAS,1100908,RONDONIA
2013,0.3389107197581318,CASTANHEIRAS,1100908,RONDONIA
2014,1.214058262411239,CASTANHEIRAS,1100908,RONDONIA
2015,1.5406010029944928,CASTANHEIRAS,1100908,RONDONIA
2016,4.93238784391823,CASTANHEIRAS,1100908,RONDONIA
2017,4.171252798972651,CASTANHEIRAS,1100908,RONDONIA
2018,1.7430372014932938,CASTANHEIRAS,1100908,RONDONIA
2019,1.7502217413908252,CASTANHEIRAS,1100908,RONDONIA
2020,1.4385728032761895,CASTANHEIRAS,1100908,RONDONIA
2008,2.2298882252864805,CEREJEIRAS,1100056,RONDONIA
2009,0.5783615388059682,CEREJEIRAS,1100056,RONDONIA
2010,0.9493708565014557,CEREJEIRAS,1100056,RONDONIA
2011,1.7022519193396728,CEREJEIRAS,1100056,RONDONIA
2012,1.260043750940961,CEREJEIRAS,1100056,RONDONIA
2013,0.6344010847344479,CEREJEIRAS,1100056,RONDONIA
2014,2.648018552615954,CEREJEIRAS,1100056,RONDONIA
2015,2.925581601796462,CEREJEIRAS,1100056,RONDONIA
2016,6.326805101605132,CEREJEIRAS,1100056,RONDONIA
2017,1.6788683758490437,CEREJEIRAS,1100056,RONDONIA
2018,0.8979833451150652,CEREJEIRAS,1100056,RONDONIA
2019,1.0313699216326353,CEREJEIRAS,1100056,RONDONIA
2020,0.9232143822187994,CEREJEIRAS,1100056,RONDONIA
2008,17.678956092535596,CHUPINGUAIA,1100924,RONDONIA
2009,6.005977596226308,CHUPINGUAIA,1100924,RONDONIA
2010,3.061510318559158,CHUPINGUAIA,1100924,RONDONIA
2011,4.2448374615376725,CHUPINGUAIA,1100924,RONDONIA
2012,17.406402220972137,CHUPINGUAIA,1100924,RONDONIA
2013,4.839144214830319,CHUPINGUAIA,1100924,RONDONIA
2014,5.234934743925222,CHUPINGUAIA,1100924,RONDONIA
2015,4.843263847735656,CHUPINGUAIA,1100924,RONDONIA
2016,8.78824421124092,CHUPINGUAIA,1100924,RONDONIA
2017,9.18039033257441,CHUPINGUAIA,1100924,RONDONIA
2018,9.574878155900407,CHUPINGUAIA,1100924,RONDONIA
2019,15.16483449985357,CHUPINGUAIA,1100924,RONDONIA
2020,12.562888077858606,CHUPINGUAIA,1100924,RONDONIA
2008,1.7515320592588728,COLORADO DO OESTE,1100064,RONDONIA
2009,1.0467369175434411,COLORADO DO OESTE,1100064,RONDONIA
2010,0.06551721607830935,COLORADO DO OESTE,1100064,RONDONIA
2011,0.7372984644876424,COLORADO DO OESTE,1100064,RONDONIA
2012,0.1759160263220739,COLORADO DO OESTE,1100064,RONDONIA
2013,0.5467653202615759,COLORADO DO OESTE,1100064,RONDONIA
2014,0.5857522398667122,COLORADO DO OESTE,1100064,RONDONIA
2015,5.636529294013102,COLORADO DO OESTE,1100064,RONDONIA
2016,1.1877146705157766,COLORADO DO OESTE,1100064,RONDONIA
2017,1.7779993316649227,COLORADO DO OESTE,1100064,RONDONIA
2018,0.5191948543090461,COLORADO DO OESTE,1100064,RONDONIA
2019,1.8370526112411412,COLORADO DO OESTE,1100064,RONDONIA
2020,0.7004752124970659,COLORADO DO OESTE,1100064,RONDONIA
2008,4.389853406850998,CORUMBIARA,1100072,RONDONIA
2009,0.7934680677107818,CORUMBIARA,1100072,RONDONIA
2010,1.294447966442029,CORUMBIARA,1100072,RONDONIA
2011,3.1289549740778275,CORUMBIARA,1100072,RONDONIA
2012,2.3763047092623824,CORUMBIARA,1100072,RONDONIA
2013,0.7087848572573919,CORUMBIARA,1100072,RONDONIA
2014,1.7308216637131224,CORUMBIARA,1100072,RONDONIA
2015,3.235725418244143,CORUMBIARA,1100072,RONDONIA
2016,1.7305793327858288,CORUMBIARA,1100072,RONDONIA
2017,2.709489490669624,CORUMBIARA,1100072,RONDONIA
2018,6.623814679672825,CORUMBIARA,1100072,RONDONIA
2019,3.793585604301634,CORUMBIARA,1100072,RONDONIA
2020,4.078155945547664,CORUMBIARA,1100072,RONDONIA
2008,101.37849817590804,COSTA MARQUES,1100080,RONDONIA
2009,18.10528890445804,COSTA MARQUES,1100080,RONDONIA
2010,20.948406454610762,COSTA MARQUES,1100080,RONDONIA
2011,17.46418230644652,COSTA MARQUES,1100080,RONDONIA
2012,17.111907754357098,COSTA MARQUES,1100080,RONDONIA
2013,30.60250513011412,COSTA MARQUES,1100080,RONDONIA
2014,13.845424181346303,COSTA MARQUES,1100080,RONDONIA
2015,24.009018772196903,COSTA MARQUES,1100080,RONDONIA
2016,24.72919819193884,COSTA MARQUES,1100080,RONDONIA
2017,25.65267861802384,COSTA MARQUES,1100080,RONDONIA
2018,30.38940024038514,COSTA MARQUES,1100080,RONDONIA
2019,42.352006590232854,COSTA MARQUES,1100080,RONDONIA
2020,36.54066412253004,COSTA MARQUES,1100080,RONDONIA
2008,48.23500482488346,CUJUBIM,1100940,RONDONIA
2009,30.927797065375966,CUJUBIM,1100940,RONDONIA
2010,33.73249393056704,CUJUBIM,1100940,RONDONIA
2011,47.309525485295005,CUJUBIM,1100940,RONDONIA
2012,56.86685777178049,CUJUBIM,1100940,RONDONIA
2013,55.192856177752695,CUJUBIM,1100940,RONDONIA
2014,40.107064201536744,CUJUBIM,1100940,RONDONIA
2015,64.95465698166319,CUJUBIM,1100940,RONDONIA
2016,84.6813579644374,CUJUBIM,1100940,RONDONIA
2017,85.97134765085704,CUJUBIM,1100940,RONDONIA
2018,72.28363703599574,CUJUBIM,1100940,RONDONIA
2019,114.00560672911523,CUJUBIM,1100940,RONDONIA
2020,101.07147574970035,CUJUBIM,1100940,RONDONIA
2008,10.693108485866222,ESPIGAO D'OESTE,1100098,RONDONIA
2009,4.8561654687656475,ESPIGAO D'OESTE,1100098,RONDONIA
2010,3.048998723507317,ESPIGAO D'OESTE,1100098,RONDONIA
2011,1.4900107667781999,ESPIGAO D'OESTE,1100098,RONDONIA
2012,7.258529857067237,ESPIGAO D'OESTE,1100098,RONDONIA
2013,0,ESPIGAO D'OESTE,1100098,RONDONIA
2013,2.2750650846467235,ESPIGAO D'OESTE,1100098,RONDONIA
2014,0,ESPIGAO D'OESTE,1100098,RONDONIA
2014,2.709532381494322,ESPIGAO D'OESTE,1100098,RONDONIA
2015,1.4815632487166859,ESPIGAO D'OESTE,1100098,RONDONIA
2016,2.326317322603409,ESPIGAO D'OESTE,1100098,RONDONIA
2017,4.252877750941437,ESPIGAO D'OESTE,1100098,RONDONIA
2018,0,ESPIGAO D'OESTE,1100098,RONDONIA
2018,5.622900516307392,ESPIGAO D'OESTE,1100098,RONDONIA
2019,0,ESPIGAO D'OESTE,1100098,RONDONIA
2019,6.891655178320087,ESPIGAO D'OESTE,1100098,RONDONIA
2020,0,ESPIGAO D'OESTE,1100098,RONDONIA
2020,4.154124731316948,ESPIGAO D'OESTE,1100098,RONDONIA
2008,3.660290284195068,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2009,4.838546654768094,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2010,1.0565714354651083,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2011,2.152052320854133,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2012,1.384217042663926,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2013,3.8216954335860356,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2014,1.9318624085832985,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2015,3.596868648090723,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2016,4.323079141510316,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2017,6.69574216290306,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2018,4.245954039456315,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2019,5.554162400466769,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2020,5.662282677400674,GOVERNADOR JORGE TEIXEIRA,1101005,RONDONIA
2008,16.721148484622695,GUAJARA-MIRIM,1100106,RONDONIA
2009,8.041076803414317,GUAJARA-MIRIM,1100106,RONDONIA
2010,3.696380556491209,GUAJARA-MIRIM,1100106,RONDONIA
2011,6.1631051380990165,GUAJARA-MIRIM,1100106,RONDONIA
2012,6.857513967064522,GUAJARA-MIRIM,1100106,RONDONIA
2013,24.414097269449755,GUAJARA-MIRIM,1100106,RONDONIA
2014,10.25680063078428,GUAJARA-MIRIM,1100106,RONDONIA
2015,21.080084486012073,GUAJARA-MIRIM,1100106,RONDONIA
2016,12.98722262334595,GUAJARA-MIRIM,1100106,RONDONIA
2017,4.183937836802927,GUAJARA-MIRIM,1100106,RONDONIA
2018,15.742070326789708,GUAJARA-MIRIM,1100106,RONDONIA
2019,18.422686997131002,GUAJARA-MIRIM,1100106,RONDONIA
2020,34.55338335420914,GUAJARA-MIRIM,1100106,RONDONIA
2008,20.43486599619302,ITAPUA DO OESTE,1101104,RONDONIA
2009,3.912355486696128,ITAPUA DO OESTE,1101104,RONDONIA
2010,3.1767892031455007,ITAPUA DO OESTE,1101104,RONDONIA
2011,13.800556092736016,ITAPUA DO OESTE,1101104,RONDONIA
2012,12.491668089574675,ITAPUA DO OESTE,1101104,RONDONIA
2013,16.743336111904345,ITAPUA DO OESTE,1101104,RONDONIA
2014,8.956919226546043,ITAPUA DO OESTE,1101104,RONDONIA
2015,8.844825890795073,ITAPUA DO OESTE,1101104,RONDONIA
2016,16.102484008957582,ITAPUA DO OESTE,1101104,RONDONIA
2017,13.855739518530482,ITAPUA DO OESTE,1101104,RONDONIA
2018,16.72061886120663,ITAPUA DO OESTE,1101104,RONDONIA
2019,14.884912007598384,ITAPUA DO OESTE,1101104,RONDONIA
2020,13.420676935593104,ITAPUA DO OESTE,1101104,RONDONIA
2008,2.5638774200756655,JARU,1100114,RONDONIA
2009,1.686563012301598,JARU,1100114,RONDONIA
2010,0.21977452552616225,JARU,1100114,RONDONIA
2011,0.8764600441601716,JARU,1100114,RONDONIA
2012,0.4147834403875716,JARU,1100114,RONDONIA
2013,0.303945518072731,JARU,1100114,RONDONIA
2014,1.2744365650419451,JARU,1100114,RONDONIA
2015,1.9369375521247645,JARU,1100114,RONDONIA
2016,1.6573931840804297,JARU,1100114,RONDONIA
2017,2.0399109517412475,JARU,1100114,RONDONIA
2018,1.6219876152299457,JARU,1100114,RONDONIA
2019,2.3016617507533885,JARU,1100114,RONDONIA
2020,4.312615795032155,JARU,1100114,RONDONIA
2008,5.866772821544616,JI-PARANA,1100122,RONDONIA
2009,5.228694715875695,JI-PARANA,1100122,RONDONIA
2010,0.8513953737393625,JI-PARANA,1100122,RONDONIA
2011,1.2079461851735545,JI-PARANA,1100122,RONDONIA
2012,1.5352581471989148,JI-PARANA,1100122,RONDONIA
2013,2.8472557270453276,JI-PARANA,1100122,RONDONIA
2014,0.534756556059279,JI-PARANA,1100122,RONDONIA
2015,1.291682619423949,JI-PARANA,1100122,RONDONIA
2016,2.9895191560348042,JI-PARANA,1100122,RONDONIA
2017,1.209751688917683,JI-PARANA,1100122,RONDONIA
2018,1.2368606226589702,JI-PARANA,1100122,RONDONIA
2019,3.38722389443968,JI-PARANA,1100122,RONDONIA
2020,2.5068745025528956,JI-PARANA,1100122,RONDONIA
2008,52.87169602705923,MACHADINHO D'OESTE,1100130,RONDONIA
2008,0,MACHADINHO D'OESTE,1100130,RONDONIA
2009,27.70814700446387,MACHADINHO D'OESTE,1100130,RONDONIA
2010,17.87601363688598,MACHADINHO D'OESTE,1100130,RONDONIA
2011,54.26591684297268,MACHADINHO D'OESTE,1100130,RONDONIA
2012,65.70877863232768,MACHADINHO D'OESTE,1100130,RONDONIA
2013,80.88378076319779,MACHADINHO D'OESTE,1100130,RONDONIA
2013,0,MACHADINHO D'OESTE,1100130,RONDONIA
2014,61.12959342717289,MACHADINHO D'OESTE,1100130,RONDONIA
2015,96.99397157515959,MACHADINHO D'OESTE,1100130,RONDONIA
2015,0,MACHADINHO D'OESTE,1100130,RONDONIA
2016,92.63116856349143,MACHADINHO D'OESTE,1100130,RONDONIA
2016,0,MACHADINHO D'OESTE,1100130,RONDONIA
